,b0,b1,b2,b3,b4,b5,b6,b7,b8,b9
2876,17165888,34523572,30340888,27247476,16029151,29279220,17071967,30205595,758707,763588
2877,763588,4948,816487,219557,13083239,163716,17165888,8422222,79545,10659536
2878,763588,7846067,11233988,22750286,23309640,23310669,25785698,17262290,23528363,17165888
2879,7846067,763588,68653,4215733,33376257,13083239,17165888,28210996,161099,816487
2880,763588,7846067,13083239,17165888,28210996,68653,29102876,29279220,8319728,4215733
2881,763588,3579,17165888,29279220,28210996,176972,31145060,3476560,4215733,29152096
2882,176972,31145060,763588,17165888,816487,11594337,1013383,31626023,23590446,420282
2883,23772,233093,370493,191139,30120,9673436,69139,13083239,29102876,763588
2884,763588,3476560,16029151,28210996,3579,30340888,29102876,20724592,4215733,816487
2885,17165888,758707,29279220,28114578,7846067,17071967,7692533,16101018,13083239,1414607
2886,763588,3980,4215733,69139,24178,935170,47558,37186,191113,17165888
2887,763588,30340888,7692533,17165888,29102876,28210996,31626023,7846067,13586915,816487
2888,532069,17165888,7747422,25058,3636,4215733,543495,5983694,33376257,29279220
2889,763588,6347563,7846067,11594337,13083239,16101018,24819508,25785698,25785760,27247476
2890,17165888,31145060,32956666,5,33376257,3636,28210996,30340888,161099,29102876
2891,3579,763588,9673436,5,7846067,17165888,138069,30119,13083239,3980
2892,763588,3579,30119,7846067,24178,19543,816487,176972,113946,8319728
2893,763588,6347563,7846067,11233988,11387515,11594337,13083239,13531024,18764221,20388087
2894,758707,28210996,7846067,763588,18051269,17165888,4215733,29102876,31626023,27247476
2895,30340888,5,17165888,3636,7846067,13083239,11387515,27247476,11594337,27206444
2896,763588,13083239,9677870,7846067,18051269,17165888,8319728,4215733,7893,28210996
2897,763588,33376257,3579,109059,6534132,161099,17165888,191113,28210996,16029151
2898,763588,816487,8319728,28210996,13083239,157993,37186,7846067,33016249,2998
2899,23772,763588,113946,4215733,816487,176972,30118,8319728,161099,29102876
2900,24819508,13588082,17165888,11594337,9677870,4215733,161099,7846067,33376257,129771
2901,31145060,763588,28210996,4215733,32333298,31626023,17165888,68653,29102876,24885829
2902,763588,31145060,816487,31626023,4215733,17165888,29102876,161099,30205595,24885829
2903,5,2998,3980,47281,77390,140225,474858,3636,29313,140181
2904,763588,17165888,31145060,4215733,29102876,28210996,33376257,24819508,8319728,32956666
2905,763588,17165888,13083239,5,29102876,28210996,163716,7846067,165068,47558
2906,8337,176972,763588,31145060,69139,767680,17846011,165068,7846067,17165888
2907,3636,24213,109059,3980,5,13083239,190343,763588,19543,7846067
2908,763588,113946,29102876,816487,8319728,13083239,17165888,9673436,176972,165068
2909,19543,24178,3636,763588,3579,16029151,29102876,13083239,161099,24819508
2910,3008,84369,91244,342994,728468,826585,763588,6347563,7846067,10845916
2911,763588,29102876,3636,816487,28210996,11387515,17165888,31626023,4215733,30205595
2912,763588,17165888,31626023,32333298,29102876,7747422,17262290,30340888,3636,246617
2913,763588,17165888,3636,5,176972,3579,29102876,28210996,453916,6319
2914,763588,13083239,17262290,17165888,18051269,28210996,7692533,30340888,20697464,2805987
2915,407429,763588,30119,13083239,30120,37186,30118,7846067,7784,165068
2916,113946,5,30118,8337,4215733,29279220,3579,763588,12909091,191113
2917,763588,7846067,4215733,68653,7505716,17239036,25058,489972,17165888,79545
2918,763588,9677870,29102876,17165888,7846067,28210996,16029151,24885829,68653,18051269
2919,31145060,29102876,4215733,30205595,816487,16029151,28210996,763588,17165888,47558
2920,763588,816487,28210996,17165888,31626023,4215733,7692533,30340888,29102876,25785760
2921,17165888,7692533,30340888,30205595,28210996,7846067,763588,20697464,24885829,20793857
2922,763588,29279220,4215733,17165888,23590446,29102876,68653,17071967,18051269,28210996
2923,7846067,176972,13083239,28954098,8319728,300961,816487,113946,7844798,763588
2924,763588,18051269,7846067,29102876,17165888,30340888,47558,28210996,7692533,13083239
2925,763588,816487,28210996,77390,17269361,176972,7844798,29102876,161099,7846067
2926,17165888,28210996,13588082,29102876,109059,24885829,30340888,33376257,30205595,2805987
2927,776407,763588,3579,17165888,816752,22917,125190,31743096,31145060,176972
2928,728468,763588,6347563,7846067,11556479,13083239,13531024,17846011,22693811,24633190
2929,29102876,763588,161099,32956666,19330,28210996,887573,1414607,1401164,816487
2930,17165888,763588,30340888,23528363,9673436,25817074,29102876,30205595,816487,7692533
2931,7846067,4215733,7692533,30205595,17165888,27247476,7844798,28210996,30340888,17262290
2932,17165888,7692533,7846067,30340888,28210996,30205595,68653,763588,18051269,2805987
2933,763588,816487,19543,8319728,13083239,3579,47558,176972,9673436,6327
2934,763588,6347563,7846067,13083239,21965198,22750286,23310669,24633190,24819508,25785760
2935,4948,113946,3579,133526,763588,176972,69139,13083239,816487,30118
2936,113946,763588,6347563,9661136,10845916,13083239,13531024,22693811,23130340,23310669
2937,5,3636,763588,2904330,6347563,7493149,7623958,7846067,9642662,9661136
2938,763588,816487,17165888,4215733,7846067,33376257,28210996,23528363,176972,161099
2939,17165888,29279220,28210996,4215733,29102876,68653,33016249,23590446,763588,25058
2940,763588,17165888,8319728,28210996,31145060,4215733,30340888,31626023,32333298,30205595
2941,763588,5,7846067,13083239,8319728,11556479,17165888,28210996,17846011,109059
2942,2998,3008,3980,4948,7779,7784,10065,19321,19543,23772
2943,4948,763588,6347563,7846067,11233988,13083239,13531024,17846011,22693811,23130340
2944,763588,17165888,277190,29279220,7893,30340888,4215733,68653,8079108,108391
2945,3636,7846067,763588,19543,9673436,17165888,816487,30340888,31626023,47558
2946,29102876,34523572,31743096,7846067,30205595,34002075,7844798,25785760,28210996,68653
2947,5,8319728,17165888,176972,31145060,763588,816487,165068,28210996,25058
2948,28210996,763588,17165888,4215733,29102876,68653,18667875,410913,165068,29279220
2949,30340888,30205595,17165888,31145060,2805987,33376257,7846067,28210996,20697464,763588
2950,17846011,7844798,763588,68653,28210996,9661136,17165888,4215733,515904,33376257
2951,34268,763588,3579,219557,176972,68653,77391,776407,386765,84369
2952,763588,3579,13083239,22917,34002075,816487,29102876,28210996,758707,18051269
2953,30340888,7846067,13083239,109059,28210996,8319728,17165888,763588,22889878,27247476
2954,17165888,28210996,4215733,29102876,20697464,758707,33376257,7846067,9322920,20696727
2955,8337,763588,3579,4215733,68653,176972,23590446,543495,31145060,161099
2956,763588,6347563,7846067,9661136,13083239,17846011,20388087,24633190,25489033,25785760
2957,763588,17165888,28210996,16029151,420282,165068,29102876,161099,30340888,9673436
2958,763588,6347563,13083239,22693811,33376257,28507895,161099,17165888,8319728,18051269
2959,763588,29102876,774012,4215733,8319728,23590446,28210996,68653,7846067,6202568
2960,28210996,17165888,758707,4215733,17262290,68653,28114578,25377078,26586438,109059
2961,763588,13083239,25785760,33376257,161099,17165888,8319728,18051269,29279220,17071967
2962,5,4948,19543,23772,113946,233093,3636,763588,6347563,7846067
2963,29102876,7846067,37186,763588,13083239,165068,28686931,161099,17165888,28210996
2964,17165888,7846067,763588,3323157,4215733,28210996,30205595,24885829,176972,68653
2965,23772,763588,30119,3636,191139,113946,30120,816487,7846067,176972
2966,763588,109059,190343,125190,176972,860745,1948120,23590446,4215733,28637454
2967,17165888,25058,30340888,421642,14570,29279220,763588,28210996,22889878,4215733
2968,763588,17165888,816487,23772,113946,4215733,8319728,165068,9677870,5
2969,68653,176972,108538,822392,763588,862007,25058,962781,17368237,55776
2970,816487,763588,420282,31626023,23528363,32333298,17165888,161099,24885829,31145060
2971,30119,17165888,176972,30118,3636,28210996,29102876,3579,161099,5
2972,3579,133526,19330,233093,194870,6329,4948,334818,460548,775597
2973,13083239,763588,17165888,816487,420282,4948,7846067,58922,69139,161099
2974,28210996,17165888,4215733,31145060,68653,33376257,30340888,887573,763588,758707
2975,3636,16029151,4948,763588,31145060,9673436,9661136,29102876,3579,6434058
2976,17165888,3579,4215733,28210996,31145060,22693811,47558,758707,402009,25377078
2977,53496,2839,11387515,763588,30119,11594337,5,17262290,24178,3579
2978,17165888,30340888,763588,4215733,29279220,33376257,23528363,32333298,31626023,816487
2979,17165888,28210996,4215733,763588,24885829,68653,7893,18051269,25377078,25785760
2980,16029151,7692533,763588,30340888,28210996,17165888,26827329,9322920,24885829,31145060
2981,13083239,25785760,33376257,161099,17165888,28637454,8319728,29279220,34002075,34523572
2982,763588,7846067,24819508,25785760,33376257,109059,17262290,28507895,17165888,28637454
2983,763588,161099,17165888,28210996,4215733,29102876,453916,31145060,816487,68653
2984,17165888,47558,9673436,29102876,18051269,763588,3636,32333298,28210996,33376257
2985,763588,176972,161099,29102876,13083239,11192642,28210996,68653,17165888,816487
2986,763588,3579,28210996,176972,2998,19330,776407,816487,69139,17165888
2987,5,420180,140181,763588,5983694,6347563,7224717,7846067,9642662,9661136
2988,763588,18051269,13083239,3579,161099,4215733,28210996,8319728,68653,33016249
2989,7846067,453916,763588,3579,8319728,28210996,3636,9677870,11233988,176972
2990,17165888,16029151,161099,4215733,29102876,763588,28210996,3579,68653,31145060
2991,763588,7846067,11556479,13083239,25785760,3579,9677870,515906,161099,17165888
2992,5,763588,7846067,28210996,176972,22917,8319728,453916,17165888,29102876
2993,5,2998,3008,4948,7779,7784,11301,19321,19543,23772
2994,28210996,816487,17165888,7846067,28114578,25785760,4215733,30340888,29102876,47558
2995,763588,7846067,9661136,17846011,127179,161099,191113,25058,29279220,766955
2996,4948,16029151,34523572,31145060,13586915,7846067,24885829,17165888,29102876,682920
2997,7846067,13083239,9677870,763588,5,7692533,18051269,11594337,17140549,936503
2998,161099,17165888,776407,29279220,34002075,34523572,17071967,16029151,24727095,28954098
2999,7846067,763588,421642,7844798,29279220,30340888,31626023,176972,17165888,4215733
3000,763588,37186,8319728,13083239,816487,11387515,31145060,176972,32333298,161099
3001,763588,4215733,18051269,3579,8319728,28210996,113946,33016249,816487,17165888
3002,4215733,68653,763588,29102876,29279220,176972,17165888,139656,7893,25241547
3003,30119,23772,233093,19543,113946,763588,816487,13083239,30118,191113
3004,5,4948,24213,29313,763588,6347563,7846067,11387515,13083239,22693811
3005,29102876,17165888,763588,28210996,3008,7846067,47558,4215733,33376257,19543
3006,17165888,5,763588,28210996,29102876,29279220,31145060,4215733,18051269,109059
3007,10365,6310,233093,30120,3579,30119,140225,23772,11594337,37186
3008,763588,3579,9677870,2998,31145060,816487,30120,37186,157993,28210996
3009,763588,17165888,4215733,18051269,28210996,30340888,29102876,33016249,33376257,31145060
3010,763588,17165888,4215733,816487,47558,8319728,68653,25785760,18051269,31626023
3011,7846067,763588,28210996,13083239,17165888,17262290,161099,9677870,3579,7844798
3012,17165888,763588,4215733,515904,219557,13083239,33784360,37186,28210996,68653
3013,33376257,161099,17165888,18465502,32333298,11387515,23590446,11737022,4215733,30118
3014,17165888,4215733,763588,30205595,29102876,33376257,20696727,7846067,758707,7692533
3015,13083239,816487,763588,16101018,7846067,140225,17165888,176972,9677870,23528363
3016,5,30119,47558,13260645,13083239,125507,165068,28114578,18051269,31145060
3017,2998,763588,7846067,11556479,13083239,16101018,24819508,3579,42486,47558
3018,28210996,17165888,763588,816487,20696727,31626023,33376257,24885829,24819508,30205595
3019,53496,157993,2839,9673436,139463,30120,37186,27247476,191139,10365
3020,5,763588,6347563,7623958,7846067,9661136,13083239,13624190,16101018,17082833
3021,11360892,25332008,18222716,33158525,18166930,26827329,3636,9322920,17846011,22521973
3022,7846067,13083239,11233988,17165888,28210996,8319728,763588,9322920,28362008,9677870
3023,30119,191139,30118,7784,13083239,6310,763588,68653,176972,23772
3024,176972,763588,194870,161099,3783,816487,776407,4215733,68653,1401164
3025,33376257,17165888,68653,763588,4215733,32333298,28210996,165068,30340888,30119
3026,3636,30120,30118,2839,3579,763588,24178,191139,7779,11387515
3027,763588,28686931,31626023,28210996,17165888,53498,816487,161099,7846067,24819508
3028,370493,6310,30119,6327,30118,176972,31145060,816487,37186,3980
3029,4948,30119,113946,7846067,13083239,24819508,25785760,27247476,33376257,161099
3030,17165888,28210996,30340888,29102876,7692533,4215733,31145060,13591670,763588,758707
3031,30119,30118,763588,30120,3579,13260645,936503,7846067,13083239,97860
3032,763588,17165888,18051269,29279220,28210996,4215733,33016249,68653,16667794,17071967
3033,7844798,7846067,9661136,17165888,161099,30205595,24885829,11867718,30340888,7692533
3034,17165888,4215733,68653,30340888,31145060,763588,28210996,7893,29279220,30205595
3035,763588,3579,2998,24178,776407,9677870,69139,816487,47558,5
3036,370493,9677870,763588,13083239,109059,125507,2805987,176972,8319728,30120
3037,763588,6347563,9661136,10845916,15798648,17082833,18166919,20708773,21965198,22750286
3038,5,2998,3008,10065,77390,84369,140225,183999,200963,201138
3039,763588,11556479,29102876,7846067,16669264,20697464,29279220,33784360,17165888,161099
3040,17165888,13588082,30205595,25332008,30340888,28210996,9322920,31213527,129771,18051269
3041,17165888,31145060,161099,763588,17071967,30340888,176972,28210996,25785760,8319728
3042,460548,7846067,17165888,758707,31145060,515906,421642,29102876,3323157,489972
3043,17262290,17165888,28210996,30340888,28645670,758707,29102876,30652384,33158525,22750286
3044,28210996,25785760,20697464,28507895,17165888,7893,163657,20724592,28637454,82599
3045,763588,4948,31145060,816487,4215733,69139,9673436,47558,31626023,17165888
3046,129771,113946,30205595,31702735,16029151,763588,24885829,2998,125422,17659588
3047,22750286,24819508,27247476,28645670,25689022,20256596,25332008,31702735,30205595,28210996
3048,30119,140225,233093,8337,34268,370493,763588,6347563,7846067,9661136
3049,17165888,763588,28210996,29102876,758707,7846067,4215733,28637454,109059,17262290
3050,152380,24213,34268,763588,6347563,13083239,42486,849287,172327,857501
3051,84369,4215733,165068,140225,23590446,33016249,17165888,25785760,1414607,176972
3052,763588,176972,165068,816487,11387515,161099,3579,7846067,4948,8319728
3053,763588,3579,17165888,28210996,10365,68653,16101018,29102876,9673436,33376257
3054,763588,13083239,29279220,4215733,17165888,68653,28210996,3579,176972,25058
3055,515904,3636,16029151,31145060,763588,3579,161099,133526,4215733,29563587
3056,17165888,30340888,17262290,17071967,28210996,758707,763588,7846067,13588082,27414384
3057,763588,7846067,8319728,165068,13083239,29102876,27247476,17165888,7893,161099
3058,7846067,9677870,763588,29279220,17165888,11594337,31626023,33376257,32333298,8319728
3059,3636,763588,4215733,17165888,29279220,176972,31626023,29102876,31145060,28210996
3060,3636,763588,7846067,3579,9677870,17262290,17165888,191113,28210996,4215733
3061,5,29313,763588,6347563,7846067,9661136,13083239,25785760,33376257,3579
3062,763588,113946,176972,370493,816487,17165888,1401164,25058,7779,31626023
